Year,Month,Day,Rating,MovieID,RatingID,Date,Time,UserID
2023,December,13,4.7,1641,6840,20/12/2023,4:32:50 AM,SF_1875
2023,December,13,5,493,8782,29/01/2024,4:32:50 AM,SF_3700
2023,December,14,1.1,2110,8878,9/02/2024,4:32:50 AM,SF_2794
2023,December,14,1.2,381,1148,18/12/2023,4:32:50 AM,SF_1418
2023,December,14,1.5,1135,2471,11/02/2024,4:32:50 AM,SF_5021
2023,December,14,1.6,1341,6342,30/11/2024,4:32:50 AM,SF_2759
2023,December,14,1.8,1568,4515,19/11/2024,4:32:50 AM,SF_3503
2023,December,14,1.9,1744,5660,18/02/2024,4:32:50 AM,SF_3612
2023,December,14,1.9,2063,1839,13/04/2024,4:32:50 AM,SF_3070
2023,December,14,2,2939,3566,16/01/2024,4:32:50 AM,SF_2375
2023,December,14,2,3668,7807,3/06/2024,4:32:50 AM,SF_2116
2023,December,14,2.2,12,9308,21/01/2024,4:32:50 AM,SF_4459
2023,December,14,2.2,2400,7218,2/09/2024,4:32:50 AM,SF_4292
2023,December,14,2.3,1230,1270,13/05/2024,4:32:50 AM,SF_3522
2023,December,14,2.4,2100,4353,26/08/2024,4:32:50 AM,SF_529
2023,December,14,2.4,3682,3041,24/01/2024,4:32:50 AM,SF_570
2023,December,14,2.7,389,5017,25/09/2024,4:32:50 AM,SF_5648
2023,December,14,2.7,1462,3262,26/10/2024,4:32:50 AM,SF_5658
2023,December,14,2.7,3609,3985,25/03/2024,4:32:50 AM,SF_2331
2023,December,14,2.8,2335,258,27/06/2024,4:32:50 AM,SF_3311
2023,December,14,3.2,1936,1176,18/04/2024,4:32:50 AM,SF_88
2023,December,14,3.2,2867,7921,24/03/2024,4:32:50 AM,SF_655
2023,December,14,3.5,935,2372,16/12/2023,4:32:50 AM,SF_4450
2023,December,14,3.6,242,6464,17/03/2024,4:32:50 AM,SF_1875
2023,December,14,3.6,3218,2453,22/06/2024,4:32:50 AM,SF_2531
2023,December,14,3.7,306,1613,21/01/2024,4:32:50 AM,SF_5891
2023,December,14,3.8,2544,1390,27/04/2024,4:32:50 AM,SF_3671
2023,December,14,4,2525,3790,10/03/2024,4:32:50 AM,SF_1534
2023,December,14,4.1,52,3009,10/01/2024,4:32:50 AM,SF_229
2023,December,14,4.2,3397,4671,15/04/2024,4:32:50 AM,SF_5374
2023,December,14,4.3,1323,8157,29/08/2024,4:32:50 AM,SF_5549
2023,December,14,4.3,1718,2801,8/07/2024,4:32:50 AM,SF_1006
2023,December,14,4.5,1741,388,7/09/2024,4:32:50 AM,SF_5191
2023,December,14,4.6,3932,667,21/01/2024,4:32:50 AM,SF_1823
2023,December,14,4.9,532,1054,29/01/2024,4:32:50 AM,SF_4848
2023,December,15,1.2,523,4581,7/11/2024,4:32:50 AM,SF_5329
2023,December,15,1.3,2353,1123,16/04/2024,4:32:50 AM,SF_2375
2023,December,15,1.5,2226,9786,13/10/2024,4:32:50 AM,SF_417
2023,December,15,1.7,945,6466,23/07/2024,4:32:50 AM,SF_4809
2023,December,15,1.8,3931,8988,14/03/2024,4:32:50 AM,SF_5195
2023,December,15,1.9,2538,4208,6/08/2024,4:32:50 AM,SF_5133
2023,December,15,2.2,642,161,14/02/2024,4:32:50 AM,SF_2671
2023,December,15,2.3,311,5526,9/01/2024,4:32:50 AM,SF_5081
2023,December,15,2.4,1084,6204,30/04/2024,4:32:50 AM,SF_452
2023,December,15,2.4,1529,7117,28/02/2024,4:32:50 AM,SF_949
2023,December,15,2.4,3667,3881,19/09/2024,4:32:50 AM,SF_3860
2023,December,15,2.7,1261,2948,8/04/2024,4:32:50 AM,SF_562
2023,December,15,2.9,1356,2915,3/11/2024,4:32:50 AM,SF_678
2023,December,15,3,769,6650,24/05/2024,4:32:50 AM,SF_3647
2023,December,15,3.2,1917,1280,24/03/2024,4:32:50 AM,SF_79
2023,December,15,3.5,155,5975,16/04/2024,4:32:50 AM,SF_1445
2023,December,15,3.6,1680,6389,8/09/2024,4:32:50 AM,SF_5934
2023,December,15,3.9,1859,160,23/11/2024,4:32:50 AM,SF_2114
2023,December,15,4.6,3213,8815,4/10/2024,4:32:50 AM,SF_5204
2023,December,15,4.8,308,9062,21/10/2024,4:32:50 AM,SF_80
2023,December,15,4.9,32,4496,18/04/2024,4:32:50 AM,SF_3905
2023,December,16,1,1268,7116,17/04/2024,4:32:50 AM,SF_4586
2023,December,16,1,2189,3805,4/07/2024,4:32:50 AM,SF_1066
2023,December,16,1,3386,3012,23/05/2024,4:32:50 AM,SF_4169
2023,December,16,1,3555,6973,18/11/2024,4:32:50 AM,SF_4999
2023,December,16,1.1,111,8904,19/09/2024,4:32:50 AM,SF_200
2023,December,16,1.4,2471,1892,26/04/2024,4:32:50 AM,SF_4406
2023,December,16,1.5,877,3695,22/06/2024,4:32:50 AM,SF_1643
2023,December,16,1.8,2029,1635,9/10/2024,4:32:50 AM,SF_2249
2023,December,16,1.9,122,4416,26/07/2024,4:32:50 AM,SF_2502
2023,December,16,2,1280,187,30/06/2024,4:32:50 AM,SF_4086
2023,December,16,2,2843,952,25/05/2024,4:32:50 AM,SF_5650
2023,December,16,2,3109,9112,2/12/2024,4:32:50 AM,SF_1864
2023,December,16,2,3420,4276,30/12/2023,4:32:50 AM,SF_3246
2023,December,16,2.1,1871,8377,14/07/2024,4:32:50 AM,SF_3334
2023,December,16,2.3,63,1273,3/03/2024,4:32:50 AM,SF_2042
2023,December,16,2.3,1769,1863,18/11/2024,4:32:50 AM,SF_1336
2023,December,16,2.4,966,8710,28/09/2024,4:32:50 AM,SF_3840
2023,December,16,2.5,3644,6287,16/10/2024,4:32:50 AM,SF_753
2023,December,16,2.6,2423,3211,14/09/2024,4:32:50 AM,SF_5055
2023,December,16,2.6,3848,742,29/09/2024,4:32:50 AM,SF_3150
2023,December,16,2.9,1991,2237,31/07/2024,4:32:50 AM,SF_5551
2023,December,16,3.1,1350,1831,7/01/2024,4:32:50 AM,SF_3469
2023,December,16,3.2,839,1290,16/01/2024,4:32:50 AM,SF_2524
2023,December,16,3.2,1741,3556,27/06/2024,4:32:50 AM,SF_2731
2023,December,16,3.6,311,56,5/05/2024,4:32:50 AM,SF_5658
2023,December,16,3.6,3143,6364,10/10/2024,4:32:50 AM,SF_3797
2023,December,16,3.6,3482,4979,1/10/2024,4:32:50 AM,SF_2408
2023,December,16,3.6,3574,4814,15/10/2024,4:32:50 AM,SF_3564
2023,December,16,3.8,235,4380,29/08/2024,4:32:50 AM,SF_854
2023,December,16,3.9,898,4858,1/04/2024,4:32:50 AM,SF_5844
2023,December,16,3.9,968,448,4/11/2024,4:32:50 AM,SF_340
2023,December,16,4.1,573,6201,23/07/2024,4:32:50 AM,SF_2314
2023,December,16,4.3,308,1988,5/06/2024,4:32:50 AM,SF_5753
2023,December,16,4.3,1059,341,10/02/2024,4:32:50 AM,SF_3782
2023,December,16,4.3,2663,7579,5/05/2024,4:32:50 AM,SF_3275
2023,December,16,4.4,2293,6429,24/05/2024,4:32:50 AM,SF_4071
2023,December,16,4.6,2288,4684,24/03/2024,4:32:50 AM,SF_2229
2023,December,16,4.7,1487,3298,29/06/2024,4:32:50 AM,SF_4529
2023,December,16,4.7,2502,8970,17/05/2024,4:32:50 AM,SF_4157
2023,December,16,4.7,3303,6891,1/06/2024,4:32:50 AM,SF_186
2023,December,17,1.1,3615,413,6/06/2024,4:32:50 AM,SF_934
2023,December,17,1.2,1942,2849,18/10/2024,4:32:50 AM,SF_3210
2023,December,17,1.4,3236,6743,15/05/2024,4:32:50 AM,SF_898
2023,December,17,1.5,440,8800,2/09/2024,4:32:50 AM,SF_2773
2023,December,17,1.6,2861,7915,6/03/2024,4:32:50 AM,SF_5044
2023,December,17,1.8,3123,4100,16/11/2024,4:32:50 AM,SF_1719
2023,December,17,1.9,1475,9682,22/10/2024,4:32:50 AM,SF_1491
2023,December,17,2.3,3867,5363,22/01/2024,4:32:50 AM,SF_3383
2023,December,17,2.6,1708,2107,24/06/2024,4:32:50 AM,SF_3053
2023,December,17,2.8,1897,4812,7/08/2024,4:32:50 AM,SF_3419
2023,December,17,2.9,3653,4494,31/05/2024,4:32:50 AM,SF_5099
2023,December,17,2.9,3789,7112,17/02/2024,4:32:50 AM,SF_4397
2023,December,17,3.3,1957,3359,17/05/2024,4:32:50 AM,SF_1394
2023,December,17,3.5,5,449,25/09/2024,4:32:50 AM,SF_5631
2023,December,17,3.8,2152,4006,21/08/2024,4:32:50 AM,SF_2815
2023,December,17,3.9,3382,6375,1/04/2024,4:32:50 AM,SF_666
2023,December,17,4.4,3239,2799,29/04/2024,4:32:50 AM,SF_5813
2023,December,17,4.6,3900,5663,4/05/2024,4:32:50 AM,SF_4079
2023,December,17,4.9,3075,2243,28/06/2024,4:32:50 AM,SF_2053
2023,December,18,1,3515,6271,5/07/2024,4:32:50 AM,SF_1933
2023,December,18,1.2,2275,1468,28/07/2024,4:32:50 AM,SF_2599
2023,December,18,1.3,637,4727,4/07/2024,4:32:50 AM,SF_5737
2023,December,18,1.3,2544,694,18/01/2024,4:32:50 AM,SF_4140
2023,December,18,1.5,2661,9380,10/04/2024,4:32:50 AM,SF_5895
2023,December,18,1.6,1731,6119,2/06/2024,4:32:50 AM,SF_5305
2023,December,18,1.8,3317,5788,6/10/2024,4:32:50 AM,SF_1836
2023,December,18,1.9,2416,3288,14/05/2024,4:32:50 AM,SF_2434
2023,December,18,2,612,5985,27/01/2024,4:32:50 AM,SF_5532
2023,December,18,2.1,1531,5238,2/05/2024,4:32:50 AM,SF_330
2023,December,18,2.1,3410,7150,1/01/2024,4:32:50 AM,SF_472
2023,December,18,2.2,2611,2451,15/12/2023,4:32:50 AM,SF_3771
2023,December,18,2.3,383,6423,15/12/2023,4:32:50 AM,SF_988
2023,December,18,2.7,642,5846,29/04/2024,4:32:50 AM,SF_4233
2023,December,18,3.1,1362,8725,16/04/2024,4:32:50 AM,SF_81
2023,December,18,3.1,1479,211,27/04/2024,4:32:50 AM,SF_4268
2023,December,18,3.4,997,4106,23/02/2024,4:32:50 AM,SF_1415
2023,December,18,3.5,3882,8045,22/05/2024,4:32:50 AM,SF_5300
2023,December,18,3.6,880,9525,12/03/2024,4:32:50 AM,SF_2977
2023,December,18,3.8,1083,2352,12/08/2024,4:32:50 AM,SF_1155
2023,December,18,3.9,1830,37,2/08/2024,4:32:50 AM,SF_5658
2023,December,18,4.1,3575,1585,17/11/2024,4:32:50 AM,SF_5108
2023,December,18,4.5,126,8362,25/12/2023,4:32:50 AM,SF_5373
2023,December,18,4.5,3080,8129,10/03/2024,4:32:50 AM,SF_4110
2023,December,18,4.8,3307,1450,28/06/2024,4:32:50 AM,SF_622
2023,December,18,5,1932,4843,22/04/2024,4:32:50 AM,SF_4756
2023,December,19,1.2,2042,8769,26/07/2024,4:32:50 AM,SF_2236
2023,December,19,1.5,182,9426,29/09/2024,4:32:50 AM,SF_4444
2023,December,19,1.5,2197,8850,2/11/2024,4:32:50 AM,SF_3483
2023,December,19,1.5,3682,8459,18/03/2024,4:32:50 AM,SF_5162
2023,December,19,1.6,260,8637,15/06/2024,4:32:50 AM,SF_5443
2023,December,19,1.6,1964,2119,4/03/2024,4:32:50 AM,SF_596
2023,December,19,1.7,1110,6148,21/09/2024,4:32:50 AM,SF_4748
2023,December,19,1.8,310,6416,3/04/2024,4:32:50 AM,SF_1586
2023,December,19,1.8,3404,3593,8/02/2024,4:32:50 AM,SF_3438
2023,December,19,1.8,3567,1208,10/05/2024,4:32:50 AM,SF_3585
2023,December,19,2.1,2870,5541,10/01/2024,4:32:50 AM,SF_4754
2023,December,19,2.3,33,6614,12/01/2024,4:32:50 AM,SF_2203
2023,December,19,2.3,3513,795,16/12/2023,4:32:50 AM,SF_4333
2023,December,19,2.4,3785,8877,27/01/2024,4:32:50 AM,SF_2774
2023,December,19,2.4,3837,8732,25/01/2024,4:32:50 AM,SF_885
2023,December,19,2.5,1024,3318,9/04/2024,4:32:50 AM,SF_4787
2023,December,19,2.5,2439,4345,12/10/2024,4:32:50 AM,SF_2055
2023,December,19,2.7,3001,5747,24/03/2024,4:32:50 AM,SF_2003
2023,December,19,2.8,2909,2580,1/10/2024,4:32:50 AM,SF_5042
2023,December,19,2.8,3440,8064,25/07/2024,4:32:50 AM,SF_4638
2023,December,19,2.9,913,598,11/05/2024,4:32:50 AM,SF_5086
2023,December,19,3.1,282,6771,26/01/2024,4:32:50 AM,SF_3811
2023,December,19,3.1,2246,1118,23/01/2024,4:32:50 AM,SF_5251
2023,December,19,3.4,1359,7917,14/08/2024,4:32:50 AM,SF_1118
2023,December,19,3.5,115,4522,8/08/2024,4:32:50 AM,SF_1731
2023,December,19,3.5,3774,2364,3/07/2024,4:32:50 AM,SF_237
2023,December,19,3.6,3812,7295,26/09/2024,4:32:50 AM,SF_910
2023,December,19,3.7,2178,7886,17/10/2024,4:32:50 AM,SF_3356
2023,December,19,3.8,3163,9060,29/02/2024,4:32:50 AM,SF_966
2023,December,19,3.9,50,8430,30/03/2024,4:32:50 AM,SF_181
2023,December,19,3.9,2140,7380,20/12/2023,4:32:50 AM,SF_3761
2023,December,19,4.2,391,6404,7/12/2024,4:32:50 AM,SF_1033
2023,December,19,4.5,2001,4179,5/07/2024,4:32:50 AM,SF_248
2023,December,19,4.7,1612,1606,16/04/2024,4:32:50 AM,SF_2455
2023,December,19,4.8,56,232,23/11/2024,4:32:50 AM,SF_169
2023,December,20,1.1,3084,8100,7/08/2024,4:32:50 AM,SF_523
2023,December,20,1.4,3915,34,18/12/2023,4:32:50 AM,SF_2407
2023,December,20,1.4,3921,6764,7/07/2024,4:32:50 AM,SF_1663
2023,December,20,1.6,2118,7665,2/06/2024,4:32:50 AM,SF_1989
2023,December,20,1.7,3109,5964,19/11/2024,4:32:50 AM,SF_3496
2023,December,20,1.8,2654,1190,24/02/2024,4:32:50 AM,SF_5446
2023,December,20,1.9,102,7467,7/06/2024,4:32:50 AM,SF_1502
2023,December,20,2.2,828,6222,29/03/2024,4:32:50 AM,SF_4224
2023,December,20,2.2,915,5960,13/07/2024,4:32:50 AM,SF_3096
2023,December,20,2.4,1065,9614,13/11/2024,4:32:50 AM,SF_2132
2023,December,20,2.6,1415,6720,19/02/2024,4:32:50 AM,SF_5648
2023,December,20,2.7,2537,7549,27/03/2024,4:32:50 AM,SF_3332
2023,December,20,2.7,2792,9486,25/02/2024,4:32:50 AM,SF_5584
2023,December,20,2.8,2053,8834,2/12/2024,4:32:50 AM,SF_4065
2023,December,20,2.9,2891,1669,20/03/2024,4:32:50 AM,SF_1775
2023,December,20,3.8,797,8282,8/03/2024,4:32:50 AM,SF_1259
2023,December,20,3.9,3594,4559,28/11/2024,4:32:50 AM,SF_1799
2023,December,20,4.2,1905,8948,13/01/2024,4:32:50 AM,SF_5523
2023,December,20,4.5,3351,6048,1/02/2024,4:32:50 AM,SF_640
2023,December,20,4.6,628,205,19/06/2024,4:32:50 AM,SF_2351
2023,December,20,4.6,3827,8671,2/07/2024,4:32:50 AM,SF_2309
2023,December,20,4.9,109,3999,19/07/2024,4:32:50 AM,SF_5406
2023,December,21,1.1,3423,8143,19/12/2023,4:32:50 AM,SF_170
2023,December,21,1.2,1065,5510,1/02/2024,4:32:50 AM,SF_2669
2023,December,21,1.4,2788,5233,23/08/2024,4:32:50 AM,SF_4922
2023,December,21,1.5,2979,4967,4/12/2024,4:32:50 AM,SF_1386
2023,December,21,1.5,3193,3081,22/09/2024,4:32:50 AM,SF_595
2023,December,21,1.6,3834,5341,31/07/2024,4:32:50 AM,SF_1299
2023,December,21,1.7,1885,6953,15/01/2024,4:32:50 AM,SF_5284
2023,December,21,1.9,1929,5207,10/08/2024,4:32:50 AM,SF_4153
2023,December,21,2.1,3395,4676,9/02/2024,4:32:50 AM,SF_3601
2023,December,21,2.4,3927,4223,21/10/2024,4:32:50 AM,SF_5364
2023,December,21,2.6,641,6347,15/01/2024,4:32:50 AM,SF_5254
2023,December,21,2.7,2134,9979,5/05/2024,4:32:50 AM,SF_2423
2023,December,21,2.8,3686,7274,20/01/2024,4:32:50 AM,SF_4827
2023,December,21,2.9,1120,7202,11/08/2024,4:32:50 AM,SF_4587
2023,December,21,3,1393,9968,10/02/2024,4:32:50 AM,SF_2178
2023,December,21,3.2,2330,1110,14/11/2024,4:32:50 AM,SF_116
2023,December,21,3.3,569,8033,5/02/2024,4:32:50 AM,SF_5041
2023,December,21,3.3,2477,3245,10/09/2024,4:32:50 AM,SF_5082
2023,December,21,3.9,3311,3782,25/02/2024,4:32:50 AM,SF_2033
2023,December,21,4.1,1650,5455,10/03/2024,4:32:50 AM,SF_3587
2023,December,21,4.1,3530,1935,13/10/2024,4:32:50 AM,SF_1382
2023,December,21,4.2,972,9196,26/01/2024,4:32:50 AM,SF_2657
2023,December,21,4.3,2799,5865,22/08/2024,4:32:50 AM,SF_1921
2023,December,21,4.5,54,4880,17/06/2024,4:32:50 AM,SF_4860
2023,December,21,4.6,2329,9487,1/01/2024,4:32:50 AM,SF_4295
2023,December,21,4.7,368,2767,16/07/2024,4:32:50 AM,SF_5678
2023,December,21,4.7,1679,5248,14/12/2023,4:32:50 AM,SF_5342
2023,December,21,4.7,2008,2933,17/01/2024,4:32:50 AM,SF_1056
2023,December,21,4.8,3205,5527,3/01/2024,4:32:50 AM,SF_4008
2023,December,21,4.8,3937,9130,21/02/2024,4:32:50 AM,SF_4818
2023,December,21,4.9,2326,375,5/09/2024,4:32:50 AM,SF_3952
2023,December,22,1.1,1755,4352,25/08/2024,4:32:50 AM,SF_5754
2023,December,22,1.2,1896,6532,21/06/2024,4:32:50 AM,SF_1496
2023,December,22,1.2,2604,4491,22/10/2024,4:32:50 AM,SF_3273
2023,December,22,1.3,74,4495,6/06/2024,4:32:50 AM,SF_678
2023,December,22,1.3,373,3596,2/07/2024,4:32:50 AM,SF_23
2023,December,22,1.5,1260,4375,15/08/2024,4:32:50 AM,SF_5665
2023,December,22,1.6,281,9270,13/07/2024,4:32:50 AM,SF_5518
2023,December,22,1.7,812,2260,12/02/2024,4:32:50 AM,SF_3206
2023,December,22,1.7,2473,2324,11/11/2024,4:32:50 AM,SF_165
2023,December,22,2.1,71,2091,10/03/2024,4:32:50 AM,SF_3491
2023,December,22,2.2,3829,4271,29/07/2024,4:32:50 AM,SF_4376
2023,December,22,2.3,318,4147,30/08/2024,4:32:50 AM,SF_4739
2023,December,22,2.5,3719,6761,5/05/2024,4:32:50 AM,SF_1481
2023,December,22,2.6,2493,7714,7/09/2024,4:32:50 AM,SF_1136
2023,December,22,2.7,260,2899,24/12/2023,4:32:50 AM,SF_3352
2023,December,22,2.8,2746,588,1/09/2024,4:32:50 AM,SF_793
2023,December,22,2.8,3113,5302,28/12/2023,4:32:50 AM,SF_3345
2023,December,22,3.6,2589,3008,1/11/2024,4:32:50 AM,SF_4094
2023,December,22,3.8,787,7625,21/06/2024,4:32:50 AM,SF_4304
2023,December,22,4.3,554,9179,29/03/2024,4:32:50 AM,SF_728
2023,December,22,4.4,2332,500,19/01/2024,4:32:50 AM,SF_2019
2023,December,22,4.6,2081,6484,25/10/2024,4:32:50 AM,SF_5907
2023,December,22,4.7,2298,4389,17/01/2024,4:32:50 AM,SF_4049
2023,December,22,4.9,2009,7172,18/07/2024,4:32:50 AM,SF_5429
2023,December,22,4.9,3121,6152,24/09/2024,4:32:50 AM,SF_5534
2023,December,23,1.2,11,546,24/01/2024,4:32:50 AM,SF_5991
2023,December,23,1.8,3166,527,3/05/2024,4:32:50 AM,SF_2655
2023,December,23,2,3611,4071,23/06/2024,4:32:50 AM,SF_4753
2023,December,23,2.2,1226,2039,3/01/2024,4:32:50 AM,SF_5967
2023,December,23,2.4,3588,8125,7/09/2024,4:32:50 AM,SF_2729
2023,December,23,2.5,1156,7852,9/08/2024,4:32:50 AM,SF_3711
2023,December,23,2.7,3241,9181,23/05/2024,4:32:50 AM,SF_5778
2023,December,23,2.9,3578,9563,3/02/2024,4:32:50 AM,SF_2104
2023,December,23,3,75,1598,11/05/2024,4:32:50 AM,SF_3532
2023,December,23,3,806,8627,25/04/2024,4:32:50 AM,SF_127
2023,December,23,3,1609,7044,20/05/2024,4:32:50 AM,SF_2070
2023,December,23,3.1,1513,4554,29/07/2024,4:32:50 AM,SF_5143
2023,December,23,3.2,205,5487,31/12/2023,4:32:50 AM,SF_5137
2023,December,23,3.4,1438,2671,8/03/2024,4:32:50 AM,SF_1692
2023,December,23,3.5,2805,3221,22/07/2024,4:32:50 AM,SF_3312
2023,December,23,3.7,1687,6409,24/05/2024,4:32:50 AM,SF_6019
2023,December,23,3.7,2240,6304,5/03/2024,4:32:50 AM,SF_746
2023,December,23,3.8,2320,3509,18/01/2024,4:32:50 AM,SF_5547
2023,December,23,4,2573,3503,27/12/2023,4:32:50 AM,SF_2032
2023,December,23,4.2,1154,3622,14/08/2024,4:32:50 AM,SF_5624
2023,December,23,4.2,3348,3170,25/06/2024,4:32:50 AM,SF_852
2023,December,23,4.7,971,9873,26/12/2023,4:32:50 AM,SF_649
2023,December,23,4.7,2863,6565,14/05/2024,4:32:50 AM,SF_5920
2023,December,23,4.7,3934,3328,5/09/2024,4:32:50 AM,SF_2279
2023,December,23,4.8,1113,4526,16/09/2024,4:32:50 AM,SF_517
2023,December,23,4.8,3498,6667,29/05/2024,4:32:50 AM,SF_1128
2023,December,23,4.9,3234,7659,8/01/2024,4:32:50 AM,SF_303
2023,December,24,1.2,1593,1420,1/01/2024,4:32:50 AM,SF_4323
2023,December,24,1.2,2059,1599,6/12/2024,4:32:50 AM,SF_239
2023,December,24,1.2,3390,6817,6/05/2024,4:32:50 AM,SF_5641
2023,December,24,1.2,3853,6655,19/06/2024,4:32:50 AM,SF_3565
2023,December,24,1.3,490,9458,30/10/2024,4:32:50 AM,SF_2420
2023,December,24,1.3,650,2030,28/10/2024,4:32:50 AM,SF_2758
2023,December,24,1.3,2378,2683,20/06/2024,4:32:50 AM,SF_2764
2023,December,24,1.9,2237,6453,2/07/2024,4:32:50 AM,SF_3888
2023,December,24,1.9,3390,5647,10/12/2024,4:32:50 AM,SF_2909
2023,December,24,2,45,6040,6/12/2024,4:32:50 AM,SF_3346
2023,December,24,2,3305,3635,10/01/2024,4:32:50 AM,SF_306
2023,December,24,2.1,3829,3857,18/08/2024,4:32:50 AM,SF_166
2023,December,24,2.2,2665,4156,22/10/2024,4:32:50 AM,SF_5478
2023,December,24,2.5,1985,1642,13/07/2024,4:32:50 AM,SF_4474
2023,December,24,2.5,3648,749,19/03/2024,4:32:50 AM,SF_120
2023,December,24,2.6,318,383,27/11/2024,4:32:50 AM,SF_3229
2023,December,24,2.8,2365,8036,8/03/2024,4:32:50 AM,SF_5519
2023,December,24,2.8,2425,7,30/08/2024,4:32:50 AM,SF_1291
2023,December,24,2.8,3518,9140,3/01/2024,4:32:50 AM,SF_5228
2023,December,24,3,748,7725,11/05/2024,4:32:50 AM,SF_2576
2023,December,24,3,1228,6724,10/04/2024,4:32:50 AM,SF_4411
2023,December,24,3.1,3686,277,14/04/2024,4:32:50 AM,SF_4372
2023,December,24,3.2,188,4269,9/11/2024,4:32:50 AM,SF_5973
2023,December,24,3.3,1879,7477,10/05/2024,4:32:50 AM,SF_654
2023,December,24,3.6,1198,2676,13/12/2023,4:32:50 AM,SF_4574
2023,December,24,3.7,3247,9546,5/05/2024,4:32:50 AM,SF_3618
2023,December,24,3.8,243,5606,16/12/2023,4:32:50 AM,SF_546
2023,December,24,4.2,2183,5463,21/05/2024,4:32:50 AM,SF_1677
2023,December,24,4.3,1455,2993,21/03/2024,4:32:50 AM,SF_4763
2023,December,24,4.4,2345,723,17/02/2024,4:32:50 AM,SF_4881
2023,December,24,4.4,3756,2494,2/03/2024,4:32:50 AM,SF_3641
2023,December,24,4.5,2427,2220,9/10/2024,4:32:50 AM,SF_3012
2023,December,24,4.6,2782,7411,27/08/2024,4:32:50 AM,SF_148
2023,December,24,4.9,3022,1761,20/11/2024,4:32:50 AM,SF_4105
2023,December,25,1.2,2018,171,5/12/2024,4:32:50 AM,SF_2435
2023,December,25,1.5,292,7962,12/02/2024,4:32:50 AM,SF_5206
2023,December,25,1.5,2746,1510,30/12/2023,4:32:50 AM,SF_3740
2023,December,25,1.8,1682,2820,6/01/2024,4:32:50 AM,SF_5656
2023,December,25,2.2,2716,5842,24/09/2024,4:32:50 AM,SF_1680
2023,December,25,2.4,3677,7611,8/11/2024,4:32:50 AM,SF_3968
2023,December,25,2.5,351,9238,16/08/2024,4:32:50 AM,SF_1184
2023,December,25,2.6,756,8389,3/05/2024,4:32:50 AM,SF_5070
2023,December,25,2.8,1125,506,16/03/2024,4:32:50 AM,SF_3803
2023,December,25,2.9,2733,806,8/05/2024,4:32:50 AM,SF_4765
2023,December,25,3,2426,7232,31/10/2024,4:32:50 AM,SF_2073
2023,December,25,3.1,872,7538,4/06/2024,4:32:50 AM,SF_1176
2023,December,25,3.4,74,1880,3/08/2024,4:32:50 AM,SF_844
2023,December,25,3.5,2979,3867,13/02/2024,4:32:50 AM,SF_1646
2023,December,25,3.7,2526,3148,5/04/2024,4:32:50 AM,SF_3761
